crop,rf,temp,ph
Chillies,665,18.9,6.1
Chillies,665.2052,18.9,6.1
Chillies,665.2534,18.9,6.1
Chillies,665.8333,18.9,6.1
Chillies,665.8333,18.9,6.1
Chillies,665.8333,18.9,6.1
Chillies,666.0667,18.9,6.1
Chillies,666.3,18.9,6.1
Chillies,666.4201,18.9,6.1
Chillies,666.4474,18.9,6.1
Chillies,666.4545,18.9,6.1
Chillies,666.4689,18.9,6.1
Chillies,666.475,18.9,6.1
Chillies,666.502,18.9,6.1
Chillies,666.5714,18.9,6.1
Chillies,666.6056,18.9,6.1
Chillies,666.6763,18.9,6.1
Chillies,666.9221,18.9,6.1
Chillies,666.9476,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667,18.9,6.1
Chillies,667.0335,18.9,6.1
Chillies,667.0354,18.9,6.1
Chillies,667.0363,18.9,6.1
Chillies,667.0746,18.9,6.1
Chillies,667.0791,18.9,6.1
Chillies,667.0905,18.9,6.1
Chillies,667.1138,18.9,6.1
Chillies,667.1414,18.9,6.1
Chillies,667.1556,18.9,6.1
Chillies,667.2179,18.9,6.1
Chillies,667.3256,18.9,6.1
Chillies,667.4242,18.9,6.1
Chillies,667.4949,18.9,6.1
Chillies,667.5957,18.9,6.1
Chillies,667.6987,18.9,6.1
Chillies,667.7563,18.9,6.1
Chillies,668.0769,18.9,6.1
Chillies,668.5407,18.9,6.1
Chillies,668.6486,18.9,6.1
Chillies,668.661,18.9,6.1
Chillies,668.8057,18.9,6.1
Chillies,668.8211,18.9,6.1
Chillies,669.2105,18.9,6.1
Chillies,669.3178,18.9,6.1
Chillies,669.3552,18.9,6.1
Chillies,669.5455,18.9,6.1
Chillies,669.5455,18.9,6.1
Chillies,669.5455,18.9,6.1
Chillies,669.8622,18.9,6.1
Chillies,670.0739,18.9,6.1
Chillies,670.283,18.9,6.1
Chillies,670.3939,18.9,6.1
Chillies,670.4054,18.9,6.1
Chillies,670.4209,18.9,6.1
Chillies,670.4327,18.9,6.1
Chillies,670.4469,18.9,6.1
Chillies,670.4662,18.9,6.1
Chillies,670.5,18.9,6.1
Chillies,670.5,18.9,6.1
Chillies,670.5091,18.9,6.1
Chillies,670.5376,18.9,6.1
Chillies,670.5556,18.9,6.1
Chillies,670.636,18.9,6.1
Chillies,670.8866,18.9,6.1
Chillies,670.9016,18.9,6.1
Chillies,670.9375,18.9,6.1
Chillies,670.9854,18.9,6.1
Chillies,671.0558,18.9,6.1
Chillies,671.0888,18.9,6.1
Chillies,671.1726,18.9,6.1
Chillies,671.2,18.9,6.1
Chillies,671.4139,18.9,6.1
Chillies,671.5534,18.9,6.1
Chillies,671.5741,18.9,6.1
Chillies,671.6283,18.9,6.1
Chillies,671.6316,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.6667,18.9,6.1
Chillies,671.7438,18.9,6.1
Chillies,671.7876,18.9,6.1
Chillies,671.8644,18.9,6.1
Chillies,672.1429,18.9,6.1
Chillies,672.1855,18.9,6.1
Chillies,672.2401,18.9,6.1
Chillies,672.5872,18.9,6.1
Chillies,672.7273,18.9,6.1
Chillies,672.8098,18.9,6.1
Chillies,673.0631,18.9,6.1
Chillies,673.4229,18.9,6.1
Chillies,673.4615,18.9,6.1
Chillies,673.4615,18.9,6.1
Chillies,673.4762,18.9,6.1
Chillies,673.5758,18.9,6.1
Chillies,673.5882,18.9,6.1
Chillies,673.6111,18.9,6.1
Chillies,673.6148,18.9,6.1
Chillies,673.6513,18.9,6.1
Chillies,673.6957,18.9,6.1
Chillies,673.723,18.9,6.1
Chillies,673.8679,18.9,6.1
Chillies,673.8793,18.9,6.1
Chillies,673.8937,18.9,6.1
Chillies,674.0562,18.9,6.1
Chillies,674.0717,18.9,6.1
Chillies,674.4118,18.9,6.1
Chillies,675,18.9,6.1
Chillies,675,18.9,6.1
Chillies,675,18.9,6.1
Chillies,675.3822,18.9,6.1
Chillies,675.5477,18.9,6.1
Chillies,675.5556,18.9,6.1
Chillies,675.9815,18.9,6.1
Chillies,676.2871,18.9,6.1
Chillies,676.3333,18.9,6.1
Chillies,676.5385,18.9,6.1
Chillies,676.6129,18.9,6.1
Chillies,677.1076,18.9,6.1
Chillies,677.197,18.9,6.1
Chillies,677.5,18.9,6.1
Chillies,677.5811,18.9,6.1
Chillies,677.7197,18.9,6.1
Chillies,678.0793,18.9,6.1
Chillies,678.7374,18.9,6.1
Chillies,679.0326,18.9,6.1
Chillies,679.0569,18.9,6.1
Chillies,679.0909,18.9,6.1
Chillies,679.3206,18.9,6.1
Chillies,679.396,18.9,6.1
Chillies,679.6316,18.9,6.1
Chillies,679.6875,18.9,6.1
Chillies,679.734,18.9,6.1
Chillies,679.8501,18.9,6.2
Chillies,680,18.9,6.2
Chillies,680.1368,18.9,6.2
Chillies,680.3,18.9,6.2
Chillies,680.6984,18.9,6.2
Chillies,680.9641,18.9,6.2
Chillies,681.31,18.9,6.2
Chillies,681.4252,18.9,6.2
Chillies,681.7595,18.9,6.2
Chillies,681.7623,18.9,6.2
Chillies,683.1132,18.9,6.2
Chillies,683.6034,18.9,6.2
Chillies,683.6316,18.9,6.2
Chillies,683.8812,18.9,6.2
Chillies,684.019,18.9,6.2
Chillies,684.0666,18.9,6.2
Chillies,684.0914,18.9,6.2
Chillies,684.2932,18.9,6.2
Chillies,685.9661,18.9,6.2
Chillies,686.2356,18.9,6.2
Chillies,686.8731,18.9,6.2
Chillies,686.9658,18.9,6.2
Chillies,687.0112,18.9,6.2
Chillies,688.3224,18.9,6.2
Chillies,688.3569,18.9,6.2
Chillies,688.6395,18.9,6.2
Chillies,688.8596,18.9,6.2
Chillies,689.0067,18.9,6.2
Chillies,689.1247,18.9,6.2
Chillies,689.3243,18.9,6.2
Chillies,689.3404,18.9,6.2
Chillies,691.3643,18.9,6.2
Chillies,691.468,18.9,6.2
Chillies,691.589,18.9,6.2
Chillies,691.9972,18.9,6.2
Chillies,692.4301,18.9,6.2
Chillies,692.4459,18.9,6.2
Chillies,692.6095,18.9,6.2
Chillies,694.2117,18.9,6.2
Chillies,690.6837,18.9,6.3
Chillies,690.7718,18.9,6.3
Chillies,691.375,18.9,6.3
Chillies,691.5572,18.9,6.3
Chillies,692.9122,18.9,6.3
Chillies,693.3231,18.9,6.3
Chillies,693.5422,18.9,6.3
Chillies,694.441,18.9,6.3
Chillies,695.3601,18.9,6.3
Chillies,695.8263,18.9,6.3
Chillies,695.9394,18.9,6.3
Chillies,696.0372,18.9,6.3
Chillies,696.1036,18.9,6.3
Chillies,696.1286,18.9,6.3
Chillies,696.553,18.9,6.3
Chillies,696.9888,18.9,6.3
Chillies,697.2222,18.9,6.3
Chillies,697.2617,18.9,6.3
Chillies,698.403,18.9,6.3
Chillies,700.0455,18.9,6.3
Chillies,703.6074,18.9,6.3
Chillies,705.5334,18.9,6.3
Chillies,705.9798,18.9,6.3
Chillies,706.5365,18.9,6.3
Chillies,710.5172,18.9,6.3
Chillies,711.7055,18.9,6.3
Chillies,714.849,18.9,6.3
Chillies,715.3758,18.9,6.3
Chillies,715.7009,18.9,6.3
Chillies,716.4993,18.9,6.3
Chillies,719.1633,18.9,6.3
Chillies,721.5607,18.9,6.3
Chillies,722.5457,18.9,6.3
Chillies,725.7608,18.9,6.3
Chillies,726.0704,18.9,6.3
Chillies,728.6486,18.9,6.3
Chillies,734.857,18.9,6.3
Chillies,735.303,18.9,6.3
Chillies,735.9721,18.9,6.3
Chillies,748.8832,18.9,6.3
Chillies,755.0787,18.9,6.3
Chillies,811.3653,22.1,6.3
Coconut,1500.004,25.01,6
Coconut,1500.004,25.029,6
Coconut,1500.005,25.033,6
Coconut,1500.005,25.037,6
Coconut,1500.006,25.041,6
Coconut,1500.006,25.045,6
Coconut,1500.007,25.049,6
Coconut,1500.007,25.053,6.1
Coconut,1500.007,25.057,6.1
Coconut,1500.007,25.061,6.5
Coconut,1500.007,25.065,6.5
Coconut,1500.007,25.069,6.5
Coconut,1500.008,25.073,6.4
Coconut,1500.008,25.077,6.4
Coconut,1500.008,25.081,6.4
Coconut,1500.008,25.085,6.4
Coconut,1500.009,25.089,6.4
Coconut,1500.009,25.093,6.4
Coconut,1500.009,25.097,6.4
Coconut,1500.009,25.101,6.4
Coconut,1500.009,25.105,6.4
Coconut,1500.009,25.109,6.4
Coconut,1500.009,25.113,6.4
Coconut,1500.009,25.117,6.4
Coconut,1500.01,25.121,6.4
Coconut,1500.01,25.125,6.4
Coconut,1500.01,25.129,6.4
Coconut,1500.01,25.133,6.4
Coconut,1500.01,25.137,6.4
Coconut,1500.01,25.141,6.4
Coconut,1500.01,25.145,6.4
Coconut,1500.01,25.149,6.4
Coconut,1500.01,25.153,6.4
Coconut,1500.011,25.157,6.4
Coconut,1500.011,25.161,6.4
Coconut,1500.011,25.165,6.4
Coconut,1500.011,25.169,6.4
Coconut,1500.011,25.173,6.4
Coconut,1500.011,25.177,6.4
Coconut,1500.011,25.181,6.4
Coconut,1500.011,25.185,6.4
Coconut,1500.011,25.189,6.4
Coconut,1500.012,25.193,6.4
Coconut,1500.012,25.197,6.4
Coconut,1500.012,25.201,6.4
Coconut,1500.012,25.205,6.4
Coconut,1500.012,25.209,6.4
Coconut,1500.013,25.213,6.4
Coconut,1500.013,25.217,6.4
Coconut,1500.013,25.221,6.4
Coconut,1500.013,25.225,6.4
Coconut,1500.013,25.229,6.4
Coconut,1500.013,25.233,6.4
Coconut,1500.013,25.237,6.4
Coconut,1500.013,25.241,6.4
Coconut,1500.013,25.245,6.4
Coconut,1500.013,25.249,6.4
Coconut,1500.013,25.253,6.4
Coconut,1500.013,25.257,6.4
Coconut,1500.013,25.261,6.4
Coconut,1500.014,25.265,6.4
Coconut,1500.014,25.269,6.4
Coconut,1500.014,25.273,6.4
Coconut,1500.015,25.277,6.4
Coconut,1500.015,25.281,6.4
Coconut,1500.015,25.285,6.4
Coconut,1500.015,25.289,6.4
Coconut,1500.015,25.293,6.4
Coconut,1500.015,25.297,6.4
Coconut,1500.015,25.301,6.4
Coconut,1500.015,25.305,6.4
Coconut,1500.015,25.309,6.4
Coconut,1500.015,25.313,6.4
Coconut,1500.016,25.317,6.4
Coconut,1500.016,25.321,6.4
Coconut,1500.017,25.325,6.4
Coconut,1500.017,25.329,6.4
Coconut,1500.017,25.333,6.4
Coconut,1500.017,25.337,6.4
Coconut,1500.018,25.341,6.4
Coconut,1500.018,25.345,6.4
Coconut,1500.019,25.349,6.4
Coconut,1500.021,25.353,6.4
Coconut,1500.023,25.357,6.4
Coconut,1500.111,25.381,6.4
Coconut,1500.147,25.397,6.4
Coconut,1500.278,25.589,6.4
Coconut,1500.34,25.749,6.4
Coconut,1500.346,25.757,6.4
Coconut,1500.357,25.773,6.4
Coconut,1500.421,26.377,6.5
Coconut,1500.431,26.417,6.5
Coconut,1500.441,26.469,6.5
Coconut,1500.451,26.593,6.5
Coconut,1500.464,26.633,6.5
Coconut,1500.481,26.657,6.5
Coconut,1500.482,26.661,6.5
Coconut,1500.483,26.665,6.5
Coconut,1500.491,26.709,6.5
Coconut,1500.492,26.713,6.5
Coconut,1500.513,26.789,6.5
Coconut,1500.542,26.841,6.5
Coconut,1500.545,26.853,6.5
Coconut,1500.547,26.857,6.5
Coconut,1500.549,26.861,6.5
Coconut,1500.559,26.897,6.5
Coconut,1500.566,26.905,6.5
Coconut,1500.575,26.925,6.5
Coconut,1500.58,26.941,6.5
Coconut,1500.59,26.949,6.5
Coconut,1500.594,26.953,6.5
Coconut,1500.607,27.037,6.5
Coconut,1500.607,27.041,6.5
Coconut,1500.611,27.061,6.5
Coconut,1500.614,27.069,6.5
Coconut,1500.623,27.081,6.5
Coconut,1500.628,27.181,6.5
Coconut,1500.646,27.217,6.5
Coconut,1500.658,27.229,6.5
Coconut,1500.661,27.245,6.5
Coconut,1500.663,27.249,6.5
Coconut,1500.671,27.253,6.5
Coconut,1500.678,27.273,6.5
Coconut,1500.687,27.285,6.5
Coconut,1500.692,27.305,6.5
Coconut,1500.702,27.397,6.5
Coconut,1500.713,27.409,6.5
Coconut,1500.729,27.433,6.5
Coconut,1500.767,27.493,6.5
Coconut,1500.78,27.505,6.5
Coconut,1500.807,27.617,6.5
Coconut,1500.809,27.621,6.5
Coconut,1500.812,27.625,6.5
Coconut,1500.819,27.629,6.5
Coconut,1500.819,27.633,6.5
Coconut,1500.824,27.637,6.5
Coconut,1500.848,27.737,6.5
Coconut,1500.85,27.741,6.5
Coconut,1500.862,27.749,6.5
Coconut,1500.869,27.841,6.5
Coconut,1500.899,27.953,6.5
Coconut,1500.901,27.961,6.5
Coconut,1500.902,27.965,6.5
Coconut,1500.906,27.969,6.5
Coconut,1500.913,27.985,6.5
Coconut,1500.915,27.989,6.5
Coconut,1500.924,27.993,6.5
Coconut,1500.928,28.005,6.5
Coconut,1500.938,28.037,6.5
Coconut,1500.94,28.041,6.5
Coconut,1500.946,28.053,6.5
Coconut,1500.958,28.077,6.5
Coconut,1500.986,28.093,6.5
Coconut,1500.988,28.097,6.5
Coconut,1501.017,28.121,6.5
Coconut,1501.024,28.133,6.5
Coconut,1501.043,28.145,6.5
Coconut,1501.044,28.149,6.5
Coconut,1501.068,28.197,6.5
Coconut,1501.086,28.209,6.5
Coconut,1501.1,28.225,6.5
Coconut,1501.103,28.229,6.5
Coconut,1501.106,28.233,6.5
Coconut,1501.139,28.269,6.5
Coconut,1501.165,28.293,6.5
Coconut,1501.169,28.305,6.5
Coconut,1501.177,28.309,6.5
Coconut,1501.19,28.365,6.5
Coconut,1501.213,28.377,6.5
Coconut,1501.213,28.385,6.5
Coconut,1501.218,28.405,6.5
Coconut,1501.235,28.425,6.5
Coconut,1501.237,28.429,6.5
Coconut,1501.273,28.445,6.5
Coconut,1501.273,28.449,6.5
Coconut,1501.286,28.469,6.5
Coconut,1501.297,28.477,6.5
Coconut,1501.313,28.489,6.5
Coconut,1501.319,28.497,6.5
Coconut,1501.325,28.517,6.5
Coconut,1501.329,28.521,6.5
Coconut,1501.341,28.537,6.5
Coconut,1501.344,28.541,6.5
Coconut,1501.353,28.553,6.5
Coconut,1501.358,28.557,6.5
Coconut,1501.362,28.565,6.5
Coconut,1501.367,28.577,6.5
Coconut,1501.376,28.585,6.5
Coconut,1501.403,28.601,6.5
Coconut,1501.446,28.641,6.5
Coconut,1501.459,28.661,6.5
Coconut,1501.529,28.705,6.5
Coconut,1501.674,28.781,6.5
Coconut,1501.715,28.797,6.5
Coconut,1501.777,28.813,6.5
Coconut,1501.898,28.861,6.8
Coconut,1501.909,28.865,6.8
Coconut,1502.007,28.869,6.8
Coconut,1502.026,28.873,6.8
Coconut,1506.078,29.5,6.8
Coconut,1507.71,29.5,6.8
Coconut,1508.047,29.5,6.8
Coconut,1508.063,29.5,6.8
Coriander,754.0885,17.08,8
Coriander,754.2646,17.07333,8
Coriander,754.9238,17.08833,8
Coriander,754.9402,17.10333,8
Coriander,755.6077,17.23833,8
Coriander,755.8863,17.49333,8
Coriander,755.8897,17.50833,8
Coriander,755.9656,17.58333,8
Coriander,756.4819,18.85833,8
Coriander,756.4844,18.88833,8
Coriander,757.2264,19.24833,8
Coriander,757.6689,19.42833,8
Coriander,757.8278,19.48833,8
Coriander,757.8984,19.50333,8
Coriander,760.1695,20.07333,8
Coriander,760.4433,20.19333,8
Coriander,760.8163,20.41833,8
Coriander,760.9259,20.52333,8
Coriander,760.9489,20.53833,8
Coriander,761.0014,20.56833,8
Coriander,761.0306,20.58333,8
Coriander,761.033,20.59833,8
Coriander,761.0371,20.61333,8
Coriander,761.1111,20.68833,8
Coriander,761.1111,20.71833,8
Coriander,761.1111,20.73333,8
Coriander,761.1386,20.77833,8
Coriander,761.1765,20.79333,8
Coriander,761.1834,20.80833,8
Coriander,761.2088,20.82333,8
Coriander,761.2277,20.85333,8
Coriander,761.3143,20.8,8
Coriander,762,20.8,8
Coriander,762,20.8,8
Coriander,762.2945,20.8,8
Coriander,762.4138,20.8,8
Coriander,762.508,20.8,8
Coriander,762.5254,20.8,8
Coriander,762.6316,20.8,8
Coriander,762.6923,20.8,8
Coriander,762.7162,20.8,8
Coriander,762.8571,20.8,8
Coriander,762.9412,20.8,8
Coriander,763.1461,21,8
Coriander,763.257,21,8
Coriander,763.3357,21,8
Coriander,763.4694,21,8
Coriander,763.4748,21,8
Coriander,763.5504,21,8
Coriander,763.6364,21,8
Coriander,763.6364,21,8
Coriander,763.6364,21,8
Coriander,763.7405,21,8
Coriander,763.7962,21,8
Coriander,763.8558,21,8
Coriander,763.8865,21,8
Coriander,763.9185,21,8
Coriander,763.92,21,8
Coriander,763.9535,21,8
Coriander,763.9678,21,8
Coriander,763.9691,21,8
Coriander,764.0282,21,8
Coriander,764.0426,21,8
Coriander,764.0625,21,8
Coriander,764.0998,21,8
Coriander,764.1429,21,8
Coriander,764.2857,21,8
Coriander,764.6341,21,8
Coriander,764.7541,21,8
Coriander,764.9826,21,8
Coriander,765,21,8
Coriander,765,21,8
Coriander,765,21,8
Coriander,765,21,8
Coriander,765,21,8
Coriander,765.0115,21,8
Coriander,765.2965,21,8
Coriander,765.3846,21,8
Coriander,766.2162,21,8
Coriander,766.3636,21,8
Coriander,766.3636,21,8
Coriander,766.3636,21,8
Coriander,766.4804,21,8
Coriander,766.5212,21,7.6
Coriander,763.7949,21,7.4
Coriander,763.8889,21,7.4
Coriander,764.1026,21,7.4
Coriander,764.1509,21,7.4
Coriander,764.2857,21,7.4
Coriander,764.2857,21,7.4
Coriander,764.3611,21,7.4
Coriander,764.467,21,7.4
Coriander,764.467,21,7.4
Coriander,764.5,21,7.4
Coriander,764.5205,21,7.4
Coriander,764.5695,21,7.4
Coriander,764.6154,21,7.4
Coriander,764.6341,21,7.4
Coriander,764.7059,21,7.4
Coriander,764.7059,21,7.4
Coriander,764.7727,21,7.4
Coriander,764.8148,21,7.4
Coriander,764.8649,21,7.4
Coriander,765,21,7.4
Coriander,765,21,7.4
Coriander,765,21,7.4
Coriander,765,21,7.4
Coriander,765.0362,21,7.4
Coriander,765.0685,21,7.4
Coriander,765.1515,21,7.4
Coriander,765.1575,21,7.4
Coriander,765.1845,21,7.4
Coriander,765.2138,21,7.4
Coriander,765.2174,21,7.4
Coriander,765.2367,21,7.4
Coriander,765.2381,21,7.4
Coriander,765.3571,21,7.4
Coriander,765.3846,21,7.4
Coriander,765.4878,21,7.4
Coriander,765.5561,23,7.4
Coriander,765.625,23,7.4
Coriander,765.7895,22,7.4
Coriander,765.9026,22,7.4
Coriander,765.9072,22,7.4
Coriander,765.9091,22,7.4
Coriander,765.9091,22,7.4
Coriander,766,22,7.4
Coriander,766.129,22,7.4
Coriander,766.129,22,7.4
Coriander,766.1386,22,7.4
Coriander,766.1538,22,7.4
Coriander,766.1587,22,7.4
Coriander,766.1905,22,7.4
Coriander,766.2614,22,7.4
Coriander,766.2921,22,7.4
Coriander,766.3706,22,7.4
Coriander,766.3889,22,7.4
Coriander,766.4671,22,7.4
Coriander,766.4894,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.6667,22,7.4
Coriander,766.7869,22,7.4
Coriander,766.8145,22,7.4
Coriander,766.8478,22,7.4
Coriander,766.8528,22,7.4
Coriander,766.9388,22,7.4
Coriander,766.9492,22,7.4
Coriander,766.9903,22,7.4
Coriander,766.9935,22,7.4
Coriander,767.0058,22,7.4
Coriander,767.0213,22,7.4
Coriander,767.0492,22,7.4
Coriander,767.1103,22,7.4
Coriander,767.1318,22,7.4
Coriander,767.1429,22,7.4
Coriander,767.1687,22,7.4
Coriander,767.2131,22,7.4
Coriander,767.2529,22,7.4
Coriander,767.3913,22,7.4
Coriander,767.3927,22,7.4
Coriander,767.5,22,7.4
Coriander,767.5676,22,7.4
Coriander,767.6471,22,7.4
Coriander,767.6923,22,7.4
Coriander,767.7083,22,7.4
Coriander,767.8571,22,7.4
Coriander,768.0672,22,7.4
Coriander,768.1818,22,7.4
Coriander,768.5714,22,7.4
Coriander,768.75,22,7.4
Coriander,768.8646,22,7.4
Coriander,769.084,22,7.4
Coriander,769.1176,22,7.4
Coriander,769.1304,22,7.4
Coriander,769.1935,22,7.4
Coriander,769.2308,22,7.4
Coriander,769.2607,22,7.4
Coriander,769.2661,22,7.4
Coriander,769.3223,22,7.4
Coriander,769.3291,22,7.4
Coriander,769.3548,22,7.4
Coriander,769.3548,22,7.4
Coriander,769.434,22,7.4
Coriander,769.5652,22,7.4
Coriander,769.6774,22,7.4
Coriander,769.7368,22,7.4
Coriander,769.7452,22,7.4
Coriander,769.7462,22,7.4
Coriander,769.7468,22,7.4
Coriander,769.7885,22,7.4
Coriander,769.7917,22,7.4
Coriander,769.8198,22,7.4
Coriander,769.8225,22,7.4
Coriander,769.8413,22,7.4
Coriander,770,22,7.4
Coriander,770.1107,22,7.4
Coriander,770.1885,22,7.4
Coriander,770.1923,22,7.4
Coriander,770.2277,22,7.4
Coriander,770.2685,22,7.4
Coriander,770.6002,22,7.4
Coriander,770.6362,22,7.4
Coriander,770.8453,22,7.4
Coriander,771.0526,22,7.4
Coriander,771.2625,22,7.4
Coriander,771.4286,22,7.4
Coriander,771.4286,22,7.4
Coriander,771.4286,22,7.4
Coriander,771.5812,22,7.4
Coriander,771.6216,22,7.4
Coriander,771.6418,22,7.4
Coriander,771.7069,22,7.4
Coriander,771.7273,22,7.4
Coriander,771.7391,22,7.4
Coriander,771.7489,22,7.4
Coriander,771.875,22,7.4
Coriander,771.9512,22,7.4
Coriander,772.2222,22,7.4
Coriander,772.2222,22,7.4
Coriander,772.2222,22,7.4
Coriander,772.2222,22,7.4
Coriander,772.2222,22,7.4
Coriander,772.5,22,7.4
Coriander,772.5149,22,7.4
Coriander,772.5806,22,7.4
Coriander,772.8117,22,7.4
Coriander,773.0769,22,7.4
Coriander,773.0769,22,7.4
Coriander,773.1183,22,7.4
Coriander,773.1707,22,7.4
Coriander,773.3161,22,7.4
Coriander,773.3333,22,7.4
Coriander,773.3333,22,7.4
Coriander,773.399,22,7.4
Coriander,773.4104,22,7.4
Coriander,773.4146,22,7.4
Coriander,773.5348,22,7.8
Coriander,773.7154,22,8
Coriander,773.75,22,8
Coriander,774.0385,22,8
Coriander,775.1773,21,8
Coriander,776.0733,21,8
Coriander,777.1875,21,8
Coriander,777.2727,21,8
Coriander,777.3963,21,8
Coriander,777.7397,21,8
Coriander,778.5714,21,8
Coriander,778.8462,21,8
Coriander,779.4922,21,8
Coriander,780.861,21,8
Coriander,781.25,21,8
Coriander,781.4632,21,8
Coriander,781.8932,21,8
Coriander,782.2581,21,8
Coriander,783.6813,21,7.9
Coriander,783.8491,21,7.9
Coriander,786.1277,21,7.9
Coriander,786.3711,21,7.9
Coriander,790.4801,21,7.9
Coriander,794.6809,21,8.1
Coriander,796.3918,21,8.1
Coriander,820.8763,25,8.5
Cotton,500.6088,20,7
Cotton,501.588,21,7
Cotton,502.258,23,6.8
Cotton,502.3226,23,6.8
Cotton,502.3446,23,6.8
Cotton,502.4317,23,6.8
Cotton,502.5783,23,6.8
Cotton,502.8292,23,6.8
Cotton,502.8334,23,6.8
Cotton,502.9512,23,6.8
Cotton,502.963,23,6.8
Cotton,503.0751,23,6.8
Cotton,503.0842,23,6.8
Cotton,503.1085,23,6.8
Cotton,503.2367,23,6.8
Cotton,503.2803,23,6.8
Cotton,503.2846,23,6.8
Cotton,503.3985,23,6.8
Cotton,503.4009,23,6.8
Cotton,503.5113,23,6.8
Cotton,503.5119,23,6.8
Cotton,503.5977,23,6.8
Cotton,503.75,23,6.8
Cotton,503.7852,23,6.8
Cotton,503.84,23,6.8
Cotton,503.853,23,6.8
Cotton,503.9633,23,6.8
Cotton,503.9823,23,6.8
Cotton,504.1291,23,6.8
Cotton,504.1554,23,6.8
Cotton,504.1807,23,6.8
Cotton,504.2088,23,6.8
Cotton,504.2173,23,6.8
Cotton,504.3399,23,6.8
Cotton,504.436,23,6.8
Cotton,504.5044,23,6.9
Cotton,504.7057,23,6.9
Cotton,504.7732,23,6.9
Cotton,504.8361,23,6.9
Cotton,504.881,23,6.9
Cotton,504.9569,23,6.9
Cotton,505,23,6.9
Cotton,505.0053,23,6.9
Cotton,505.032,24,6.9
Cotton,505.0843,24,6.9
Cotton,505.0863,24,6.9
Cotton,505.1005,24,6.9
Cotton,505.1054,24,6.9
Cotton,505.1805,24,6.9
Cotton,505.1846,24,6.9
Cotton,505.2421,24,6.9
Cotton,505.3478,24,6.9
Cotton,505.3857,24,6.9
Cotton,505.3949,24,6.9
Cotton,505.3976,24,6.9
Cotton,505.4175,24,6.9
Cotton,505.4587,24,7
Cotton,505.5153,24,7
Cotton,511.25,24,7
Cotton,511.2526,24,7
Cotton,511.2556,24,7
Cotton,511.3002,24,7
Cotton,511.3601,24,7
Cotton,511.3975,24,7
Cotton,511.4222,24,7
Cotton,511.443,24,7
Cotton,511.4653,24,7
Cotton,511.5006,24,7
Cotton,511.5367,24,7
Cotton,511.6667,24,7
Cotton,511.7143,25,7
Cotton,511.7724,25,7
Cotton,511.7791,25,7
Cotton,511.8521,25,7
Cotton,511.8597,25,7
Cotton,511.8765,25,7
Cotton,511.8953,25,7
Cotton,512.0538,25,7
Cotton,512.1714,25,7
Cotton,512.3689,25,7
Cotton,512.4041,25,7
Cotton,512.4538,25,7
Cotton,512.4982,25,7
Cotton,512.5858,25,7
Cotton,512.7642,25,7
Cotton,512.8241,25,7
Cotton,512.8345,25,7
Cotton,512.8396,25,7
Cotton,512.846,25,7
Cotton,512.8592,25,7
Cotton,512.9118,25,7
Cotton,512.9382,25,7
Cotton,513.0646,25,7
Cotton,513.1653,25,7
Cotton,513.2246,25,7
Cotton,513.2278,25,7
Cotton,513.3573,25,7
Cotton,513.3987,25,7
Cotton,513.4873,25,7
Cotton,513.6675,25,7
Cotton,513.6838,25,7
Cotton,513.7286,25,7
Cotton,513.8218,25,7
Cotton,513.8231,25,7
Cotton,513.833,25,7
Cotton,513.8674,25,7
Cotton,513.9868,25,7
Cotton,514.0127,25,7
Cotton,514.0405,25,7
Cotton,514.0556,25,7
Cotton,514.063,25,7
Cotton,514.1519,25,7
Cotton,514.1736,25,7
Cotton,514.3346,25,7
Cotton,514.3997,25,7
Cotton,514.4326,25,7
Cotton,514.4463,25,7
Cotton,514.4981,25,7
Cotton,514.5106,25,7
Cotton,514.5826,25,7
Cotton,514.6923,25,7
Cotton,514.7369,25,7.2
Cotton,514.7374,25,7.2
Cotton,514.778,25,7.2
Cotton,514.9196,25,7.2
Cotton,514.9515,26,7.2
Cotton,515.0459,26,7.2
Cotton,515.0539,26,7.2
Cotton,515.127,26,7.2
Cotton,515.2522,26,7.2
Cotton,515.2816,26,7.2
Cotton,515.3136,26,7.2
Cotton,515.4587,26,7.2
Cotton,515.7282,26,7.2
Cotton,515.7287,26,7.2
Cotton,515.7308,26,7.2
Cotton,515.7394,26,7.2
Cotton,516,24,7.2
Cotton,516.0341,24,7.2
Cotton,516.0542,24,7.2
Cotton,516.0797,24,7.2
Cotton,516.0998,24,7.2
Cotton,516.3551,24,7.2
Cotton,516.3915,24,7.2
Cotton,516.4624,24,7.2
Cotton,516.469,24,7.2
Cotton,516.47,24,7.2
Cotton,516.5601,24,7.2
Cotton,516.5661,24,7.2
Cotton,516.6446,24,7.2
Cotton,516.6703,24,7.2
